id,airport_code,time_local,rain_mm,wind_kmh,temp_c
7001,BKK,2025-10-01 00:00,0.0,16.483570765056164,27.751124257891867
7002,BKK,2025-10-01 01:00,0.0,17.23844269050346,30.741453741534446
7003,BKK,2025-10-01 02:00,0.0,12.82923312638332,27.578553477491475
7004,BKK,2025-10-01 03:00,16.019692003862097,17.837173645764544,26.954419358757672
7005,BKK,2025-10-01 04:00,0.0,11.374150964109262,26.971515701642545
7006,BKK,2025-10-01 05:00,1.9412832787889394,5.375410837434837,26.98788244736625
7007,BKK,2025-10-01 06:00,1.7380551917121712,15.57123666297637,30.233981156926667
7008,BKK,2025-10-01 07:00,5.37678922628978,6.8762590689327165,31.719994497400823
7009,BKK,2025-10-01 08:00,0.0,11.422821689537734,30.419543069809357
7010,BKK,2025-10-01 09:00,,18.737199105233195,32.02386120227193
7011,BKK,2025-10-01 10:00,0.0,10.822201298626803,29.661206049583924
7012,BKK,2025-10-01 11:00,0.0,13.191223068012395,30.539432153083524
7013,BKK,2025-10-01 12:00,5.041821772330287,18.112724560515943,29.30248143005216
7014,BKK,2025-10-01 13:00,6.066304254496936,4.201649380601122,31.89354896889695
7015,BKK,2025-10-01 14:00,0.0,18.408805194743053,29.683646382842806
7016,BKK,2025-10-01 15:00,0.0,6.083528932315563,32.89266075030063
7017,BKK,2025-10-01 16:00,3.009647217895106,15.718091447842307,28.32652772034708
7018,BKK,2025-10-01 17:00,0.0,15.620419846973975,30.80685189525063
7019,BKK,2025-10-01 18:00,0.0,10.615389998470206,32.60101731991356
7020,BKK,2025-10-01 19:00,11.269611584076847,18.656400595580994,31.127101397811767
7021,BKK,2025-10-01 20:00,0.0,10.8826130250752,28.785324078814533
7022,BKK,2025-10-01 21:00,0.0,19.4982348789241,27.68008218171282
7023,BKK,2025-10-01 22:00,0.0,11.948083456568497,30.12348942046126
7024,BKK,2025-10-01 23:00,0.0,,29.50263175461477
7025,BKK,2025-10-02 00:00,6.522440120943194,15.80818012523817,26.838784441710775
7026,BKK,2025-10-02 01:00,0.0,15.806978027542069,30.768465819638745
7027,BKK,2025-10-02 02:00,,13.820869804450242,30.816358580465213
7028,BKK,2025-10-02 03:00,0.0,2.0,29.479424507875404
7029,BKK,2025-10-02 04:00,0.0,14.435235341190856,27.46178676916144
7030,BKK,2025-10-02 05:00,0.0,14.458803882677511,24.422375953718394
7031,BKK,2025-10-02 06:00,4.140682072505041,15.785562857558732,30.079335008343744
7032,BKK,2025-10-02 07:00,0.0,17.718556418856135,31.11810944091907
7033,BKK,2025-10-02 08:00,0.0,11.865656029801386,32.40260699674465
7034,BKK,2025-10-02 09:00,0.0,19.79093326466014,31.9628103661013
7035,BKK,2025-10-02 10:00,6.618543408520818,14.485387746740201,33.2435609829592
7036,BKK,2025-10-02 11:00,0.0,10.489734530613237,30.910208136124016
7037,BKK,2025-10-02 12:00,0.0,12.039459234339212,28.865673093362187
7038,BKK,2025-10-02 13:00,0.0,15.480601385322881,31.9698994899238
7039,BKK,2025-10-02 14:00,0.0,14.025567283212304,31.077743159924736
7040,BKK,2025-10-02 15:00,0.9926809875770188,11.896773386173205,32.31528538776032
7041,BKK,2025-10-02 16:00,4.355250630784719,23.43092950605265,
7042,BKK,2025-10-02 17:00,0.0,15.28775195361382,31.365997351620898
7043,BKK,2025-10-02 18:00,0.4076577257587005,13.867430622753915,31.6842258285894
7044,BKK,2025-10-02 19:00,3.3580008952825997,13.038195176094387,32.0427852162005
7045,BKK,2025-10-02 20:00,0.0,13.826441151473784,29.396379532284843
7046,BKK,2025-10-02 21:00,12.149349711285996,17.759665163433873,26.55670988197055
7047,BKK,2025-10-02 22:00,14.200269238452485,16.934285469001352,31.94282012645796
7048,BKK,2025-10-02 23:00,0.0,9.047318374346558,26.98066408671501
7049,BKK,2025-10-03 00:00,5.528653098377215,11.482621729419003,28.016459822332248
7050,BKK,2025-10-03 01:00,0.0,12.172303515837287,29.16835611873239
7051,BKK,2025-10-03 02:00,0.0,7.885632316623466,28.965404858287716
7052,BKK,2025-10-03 03:00,0.0,9.426545343693613,29.116986788731122
7053,BKK,2025-10-03 04:00,0.0,13.195313115684684,27.301124081842094
7054,BKK,2025-10-03 05:00,0.0,9.572438130855756,27.35785895361725
7055,BKK,2025-10-03 06:00,0.0,16.780608992669826,33.37894909965358
7056,BKK,2025-10-03 07:00,0.0,16.63224080667348,33.95499574395079
7057,BKK,2025-10-03 08:00,0.0,26.695813581346663,30.915916275907993
7058,BKK,2025-10-03 09:00,4.195244943666956,15.299413971242117,32.90728116919916
7059,BKK,2025-10-03 10:00,,,29.123178096448303
7060,BKK,2025-10-03 11:00,0.0,16.60970782808449,32.03457241181974
7061,BKK,2025-10-03 12:00,0.0,15.252464251729382,32.12360677709456
7062,BKK,2025-10-03 13:00,0.0,10.599876392107547,31.918056654889806
7063,BKK,2025-10-03 14:00,0.0,15.465362366493405,30.214167447552537
7064,BKK,2025-10-03 15:00,0.0,23.328872555723784,32.35289925764122
7065,BKK,2025-10-03 16:00,1.373314882907442,17.28276804316915,30.147877035604928
7066,BKK,2025-10-03 17:00,0.0,8.34785973439735,32.88595924787543
7067,BKK,2025-10-03 18:00,13.190461049866158,18.11030079997245,34.914227368777105
7068,BKK,2025-10-03 19:00,0.0,12.773059419985648,30.14327490415652
7069,BKK,2025-10-03 20:00,0.0,9.552427851872384,
7070,BKK,2025-10-03 21:00,0.0,13.61449145292948,28.614073554669957
7071,BKK,2025-10-03 22:00,0.0,15.383453996650095,29.488929848264842
7072,BKK,2025-10-03 23:00,5.125424940989975,21.267670385786584,25.46847051907321
7073,BKK,2025-10-04 00:00,,13.827351719525957,26.266571873080974
7074,BKK,2025-10-04 01:00,0.0,18.885900004065366,28.075564116046042
7075,BKK,2025-10-04 02:00,4.473473576838144,12.882686073370746,29.285200889365765
7076,BKK,2025-10-04 03:00,0.0,16.366188122867726,27.86890795721763
7077,BKK,2025-10-04 04:00,2.1306787746662588,6.425763876570677,26.33311608541934
7078,BKK,2025-10-04 05:00,,11.435173411821891,29.278196632655117
7079,BKK,2025-10-04 06:00,0.0,14.462394357755485,32.634134889481814
7080,BKK,2025-10-04 07:00,0.0,22.814687361516143,31.91571670130124
7081,BKK,2025-10-04 08:00,0.0,9.955315543048194,33.40336231595228
7082,BKK,2025-10-04 09:00,0.0,14.256804297398176,33.07040488378882
7083,BKK,2025-10-04 10:00,11.541783503525286,7.111653160214544,29.811914928152778
7084,BKK,2025-10-04 11:00,0.0,16.5751763360433,32.42481471164198
7085,BKK,2025-10-04 12:00,7.757018549547396,33.26365745327361,33.895586390349756
7086,BKK,2025-10-04 13:00,0.0,18.94101305252056,31.918133084717528
7087,BKK,2025-10-04 14:00,5.9019131489659635,10.13587392731214,31.073726507867985
7088,BKK,2025-10-04 15:00,0.0,11.573182260854482,31.64737345089538
7089,BKK,2025-10-04 16:00,0.0,25.573292833367542,28.138922653334852
7090,BKK,2025-10-04 17:00,0.0,17.43130095187257,28.59711143185863
7091,BKK,2025-10-04 18:00,3.2252233254951537,19.444752984836832,34.308684254039186
7092,BKK,2025-10-04 19:00,5.667697623196982,10.348166841414317,31.889625461247554
7093,BKK,2025-10-04 20:00,5.274605836146169,10.741998261970915,33.95418388371307
7094,BKK,2025-10-04 21:00,9.788382936959708,3.8742870667119647,28.33561776658497
7095,BKK,2025-10-04 22:00,,10.69106767615806,29.534380002633203
7096,BKK,2025-10-04 23:00,,10.037396307836497,27.793474405359582
7097,BKK,2025-10-05 00:00,7.697012025103331,18.328775970850607,27.398355235929337
7098,BKK,2025-10-05 01:00,0.0,12.410765467447083,28.571980658386813
7099,BKK,2025-10-05 02:00,0.0,5.938863464127383,29.701687042157623
7100,BKK,2025-10-05 03:00,0.0,20.332034276864373,28.679133277828736
7101,BKK,2025-10-05 04:00,16.729516228508004,6.403150170229933,27.128378668840746
7102,BKK,2025-10-05 05:00,0.0,20.334555745933113,26.726194961886193
7103,BKK,2025-10-05 06:00,7.338817638033733,17.873170267146683,31.465004146380814
7104,BKK,2025-10-05 07:00,1.9211461720180125,12.737159243034199,29.25399027246327
7105,BKK,2025-10-05 08:00,16.541165403601838,6.849293110196837,31.268858136228527
7106,BKK,2025-10-05 09:00,0.0,11.671676143727268,31.60531602415232
7107,BKK,2025-10-05 10:00,0.0,25.739984642251613,32.22895591578695
7108,BKK,2025-10-05 11:00,10.364780148784554,14.995298477867351,30.41960962111417
7109,BKK,2025-10-05 12:00,5.387446495343725,12.0734320156912,28.084721431520414
7110,BKK,2025-10-05 13:00,0.0,20.40270380838732,30.392759380011604
7111,BKK,2025-10-05 14:00,,24.55658820808126,32.736327322978745
7112,BKK,2025-10-05 15:00,5.392937110159885,15.404959338675162,30.37914086432293
7113,BKK,2025-10-05 16:00,4.186297724808468,11.534995326705836,30.379973103168698
7114,BKK,2025-10-05 17:00,0.0,12.222556795418202,33.21361996892405
7115,BKK,2025-10-05 18:00,14.822456141979888,18.0643105941948,32.6333319154625
7116,BKK,2025-10-05 19:00,2.175971547771171,11.199094799015153,28.282191098522794
7117,BKK,2025-10-05 20:00,1.3188689353309018,16.735486905850188,31.13605322561899
7118,BKK,2025-10-05 21:00,4.148520588253865,19.49388425993595,27.265752365011668
7119,BKK,2025-10-05 22:00,0.0,15.308115279862331,28.021863716331804
7120,BKK,2025-10-05 23:00,10.51931068148609,17.40976485647482,27.44151983813178
7121,BKK,2025-10-06 00:00,6.670611236514376,13.349284728161576,31.442171751711946
7122,BKK,2025-10-06 01:00,0.0,19.32613541273459,24.774318819756612
7123,BKK,2025-10-06 02:00,,11.76613244105046,30.168861259201435
7124,BKK,2025-10-06 03:00,0.0,8.01669765393239,29.3872209931416
7125,BKK,2025-10-06 04:00,0.0,17.335280517348956,26.74153615943455
7126,BKK,2025-10-06 05:00,5.027077197568148,18.875598667088756,27.73529671329615
7127,BKK,2025-10-06 06:00,0.0,9.872514016037442,30.92150548502461
7128,BKK,2025-10-06 07:00,7.162240865310212,11.181377235980126,30.72005386757539
7129,BKK,2025-10-06 08:00,0.0,15.019113637637336,32.50639656470615
7130,BKK,2025-10-06 09:00,0.0,18.362707957152395,33.577837809136064
7131,BKK,2025-10-06 10:00,0.0,11.613091347123396,30.304390602052038
7132,BKK,2025-10-06 11:00,0.0,20.800556831240858,27.83326331705015
7133,BKK,2025-10-06 12:00,0.0,21.85016140271336,30.955816364262645
7134,BKK,2025-10-06 13:00,,13.97718585504852,30.271783317983722
7135,BKK,2025-10-06 14:00,0.0,13.759022572320935,33.788048806765644
